IS_AUDITED,COUNTY_NAME,PRECINCT_NAME,PRECINCT_CODE,USA_CA_20201103_GEN_ALL_ALL_REG,USA_CA_20201103_GEN_ALL_ALL_VOTED,USA_CA_20201103_GEN_PRE_DEM_BIDEN,USA_CA_20201103_GEN_PRE_REP_TRUMP,USA_CA_20201103_GEN_PRE_OTH_ALL,USA_CA_20201103_GEN_PROP14_NO,USA_CA_20201103_GEN_PROP14_YES,USA_CA_20201103_GEN_PROP15_NO,USA_CA_20201103_GEN_PROP15_YES,USA_CA_20201103_GEN_PROP16_NO,USA_CA_20201103_GEN_PROP16_YES,USA_CA_20201103_GEN_PROP17_NO,USA_CA_20201103_GEN_PROP17_YES,USA_CA_20201103_GEN_PROP18_NO,USA_CA_20201103_GEN_PROP18_YES,USA_CA_20201103_GEN_PROP19_NO,USA_CA_20201103_GEN_PROP19_YES,USA_CA_20201103_GEN_PROP20_NO,USA_CA_20201103_GEN_PROP20_YES,USA_CA_20201103_GEN_PROP21_NO,USA_CA_20201103_GEN_PROP21_YES,USA_CA_20201103_GEN_PROP22_NO,USA_CA_20201103_GEN_PROP22_YES,USA_CA_20201103_GEN_PROP23_NO,USA_CA_20201103_GEN_PROP23_YES,USA_CA_20201103_GEN_PROP24_NO,USA_CA_20201103_GEN_PROP24_YES,USA_CA_20201103_GEN_PROP25_NO,USA_CA_20201103_GEN_PROP25_YES
0,_Los Angeles,_060376850001A,_6850001A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Los Angeles,_060376850002A,_6850002A,619,483,263,178,28,239,215,277,188,263,193,172,288,232,234,242,213,295,155,262,194,224,241,261,202,221,234,266,184
0,_Los Angeles,_060376850013A,_6850013A,13,10,6,3,0,5,4,4,5,3,5,2,7,4,5,3,6,7,2,3,6,4,5,4,5,5,4,5,4
0,_Los Angeles,_060376850013B,_6850013B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Los Angeles,_060376850017A,_6850017A,181,124,94,26,4,37,79,49,70,60,55,28,88,48,69,43,75,87,28,35,82,46,72,52,67,52,66,66,50
0,_Los Angeles,_060376850018A,_6850018A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Los Angeles,_060376850024A,_6850024A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Los Angeles,_060376850027A,_6850027A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Los Angeles,_060376850028A,_6850028A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Los Angeles,_060376850030A,_6850030A,15,6,2,4,0,6,0,3,3,4,2,1,5,5,1,3,3,2,2,4,2,2,4,4,2,4,2,5,1
0,_Los Angeles,_060376850032A,_6850032A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Los Angeles,_060376850034A,_6850034A,75,65,38,26,0,31,32,40,23,44,17,22,41,36,27,28,35,40,20,42,21,17,45,46,16,25,37,37,25
0,_Los Angeles,_060376850035A,_6850035A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Los Angeles,_060377050007A,_7050007A,195,164,107,46,4,64,85,96,57,97,55,70,80,88,61,84,57,88,59,97,48,62,88,96,53,62,87,88,54
0,_Los Angeles,_060377050008B,_7050008B,2509,1998,1153,762,35,1003,823,1021,855,1256,614,957,900,1204,663,1054,766,932,866,1183,672,724,1116,1160,668,789,1043,1093,707
0,_Los Angeles,_060377050009B,_7050009B,15,12,7,2,0,5,7,3,9,5,7,5,7,4,8,2,10,6,6,5,7,5,7,6,6,2,10,3,6
0,_Los Angeles,_060377050011A,_7050011A,2124,1714,1022,634,24,878,681,881,720,1025,559,813,767,1008,594,866,668,827,705,1023,544,632,943,986,583,666,874,916,586
0,_Los Angeles,_060377050013B,_7050013B,2459,2033,1186,752,37,1013,822,1056,833,1212,679,996,877,1174,713,1038,791,954,867,1204,666,747,1120,1144,702,867,995,1159,657
0,_Los Angeles,_060377050016A,_7050016A,2625,2163,1201,867,44,1189,809,1229,807,1424,612,1101,938,1345,708,1198,773,1017,956,1370,644,799,1225,1298,700,896,1092,1263,689
0,_Los Angeles,_060377050043A,_7050043A,2429,1881,1121,688,29,963,780,977,792,1144,614,910,829,1162,592,996,718,893,819,1176,560,657,1111,1071,666,734,992,1043,645
0,_Los Angeles,_060377050062A,_7050062A,1599,1314,710,525,33,723,488,739,488,835,382,656,548,815,416,704,498,610,575,817,392,480,735,792,401,520,671,726,455
0,_Los Angeles,_060377050066A,_7050066A,1995,1596,986,549,27,807,659,855,650,1023,470,777,705,959,543,826,630,752,686,993,483,583,894,990,483,652,803,892,538
0,_Los Angeles,_060377050069A,_7050069A,2281,1821,1120,637,22,829,847,920,804,991,691,767,930,1013,699,878,780,982,681,987,693,675,1033,1071,630,649,1017,971,663
0,_Los Angeles,_060377050072A,_7050072A,1536,1221,680,495,17,603,514,680,466,765,379,577,566,716,434,614,496,599,518,758,360,437,700,748,376,504,621,687,427
0,_Los Angeles,_060377050076B,_7050076B,239,197,124,67,3,97,82,93,94,110,69,84,95,111,74,81,94,96,82,113,68,74,110,114,71,77,104,111,65
0,_Los Angeles,_060377100002A,_7100002A,2795,2290,1755,456,40,1098,1050,900,1291,942,1230,561,1646,795,1397,1112,1038,1606,538,1025,1122,1250,929,1239,898,988,1191,1004,1135
0,_Los Angeles,_060377100030A,_7100030A,2283,1899,1639,195,36,841,913,545,1245,565,1206,264,1546,442,1355,927,822,1465,285,683,1084,1243,514,916,818,715,1032,708,1035
0,_Los Angeles,_060377100033A,_7100033A,1355,1170,831,291,23,631,469,585,547,597,518,394,740,539,591,624,476,757,340,714,401,512,599,767,329,487,620,564,539
0,_Los Angeles,_060377150002A,_7150002A,2729,2245,1358,806,48,1052,1008,1111,1010,1219,860,928,1173,1177,933,1085,992,1289,776,1246,826,840,1269,1362,728,821,1235,1173,861
0,_Los Angeles,_060377150004A,_7150004A,3102,2516,1561,839,74,1126,1159,1239,1134,1334,994,973,1387,1328,1039,1163,1141,1411,887,1304,1041,1001,1370,1456,866,942,1350,1253,1020
0,_Los Angeles,_060377150005A,_7150005A,2525,2061,1281,699,43,961,966,1057,902,1176,777,824,1147,1128,845,1019,895,1184,713,1141,787,758,1198,1268,669,859,1055,1130,772
0,_Los Angeles,_060377150007B,_7150007B,2326,2005,1084,865,30,1098,768,1193,703,1272,608,989,900,1237,672,1111,737,1016,832,1266,599,688,1203,1363,508,907,929,1105,734
0,_Los Angeles,_060377150008A,_7150008A,2831,2327,1504,717,47,1117,1006,1158,1039,1232,909,958,1223,1246,943,1136,993,1251,867,1278,859,909,1290,1439,726,893,1249,1192,922
0,_Los Angeles,_060377150015A,_7150015A,2757,2343,1427,813,52,1123,1029,1246,968,1333,862,1036,1172,1371,861,1195,978,1275,883,1342,837,860,1356,1481,712,933,1228,1271,871
0,_Los Angeles,_060377150017A,_7150017A,2472,2060,1318,662,47,988,877,1077,850,1133,749,867,1052,1171,761,1005,871,1129,733,1180,706,770,1148,1325,576,828,1044,1040,803
0,_Los Angeles,_060377150022A,_7150022A,2451,1949,1160,717,43,905,880,1045,782,1085,709,833,997,1074,770,930,878,1031,759,1091,718,697,1119,1186,630,783,999,1039,713
0,_Los Angeles,_060377150024A,_7150024A,861,714,465,221,20,291,352,357,303,365,281,263,397,368,286,301,346,397,240,378,288,240,433,449,208,266,379,362,280
0,_Los Angeles,_060377150025A,_7150025A,2566,2045,1243,700,58,922,944,1009,908,1139,738,836,1087,1126,801,971,886,1124,737,1104,782,785,1144,1258,633,792,1074,1025,830
0,_Los Angeles,_060377150032A,_7150032A,2917,2574,1455,1003,55,1391,1038,1493,978,1591,843,1222,1229,1594,872,1469,938,1437,955,1648,769,893,1547,1721,694,1157,1249,1464,920
0,_Los Angeles,_060377150043A,_7150043A,59,50,32,15,3,15,28,23,22,27,19,19,27,27,21,16,27,22,21,21,25,18,29,25,23,18,29,23,20
0,_Los Angeles,_060377150046A,_7150046A,2809,2437,1436,899,54,1312,936,1381,920,1502,765,1117,1169,1498,803,1300,923,1327,902,1572,700,846,1438,1664,585,1094,1137,1369,830
0,_Los Angeles,_060377150048A,_7150048A,2650,2089,1291,698,56,1000,943,1048,941,1162,811,820,1171,1116,870,1043,891,1223,725,1107,854,871,1109,1280,672,836,1104,1085,840
0,_Los Angeles,_060377150049B,_7150049B,2712,2254,1269,880,57,1093,956,1207,899,1313,779,965,1145,1297,814,1084,960,1249,798,1310,769,773,1329,1371,691,945,1097,1215,802
0,_Los Angeles,_060377150050A,_7150050A,2761,2462,1383,977,55,1419,884,1547,800,1594,709,1232,1105,1548,803,1490,804,1309,971,1676,626,795,1531,1710,606,1186,1103,1418,853
0,_Los Angeles,_060377150056B,_7150056B,1525,1311,802,446,35,658,563,710,540,738,502,576,685,739,516,657,578,718,509,797,443,501,750,848,390,559,675,731,491
0,_Los Angeles,_060377150057A,_7150057A,2817,2293,1441,777,41,1045,1042,1074,1068,1248,874,937,1203,1258,887,1089,1006,1198,885,1169,961,834,1311,1357,765,889,1211,1182,878
0,_Los Angeles,_060377150063A,_7150063A,1887,1594,864,651,38,879,609,955,571,992,511,779,731,1028,493,887,588,857,622,1013,486,538,953,1062,435,736,736,909,542
0,_Los Angeles,_060377150064A,_7150064A,2700,2340,1330,917,47,1239,925,1358,862,1434,746,1142,1058,1467,748,1270,913,1207,918,1545,636,754,1445,1589,596,1022,1125,1302,825
0,_Los Angeles,_060377150065B,_7150065B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Los Angeles,_060377150069A,_7150069A,2471,2132,1196,842,41,1085,902,1261,765,1296,706,1045,969,1284,745,1148,820,1177,802,1292,709,793,1224,1365,633,893,1085,1240,726
0,_Los Angeles,_060377150076A,_7150076A,3152,2648,1678,887,38,1279,1132,1330,1150,1452,996,1170,1298,1503,991,1269,1150,1445,951,1534,908,946,1534,1697,765,1001,1444,1378,1013
0,_Los Angeles,_060377150081B,_7150081B,2101,1836,1069,693,31,1031,679,1095,650,1193,539,889,858,1138,614,1087,628,1002,701,1237,484,651,1093,1239,457,876,830,1033,647
0,_Los Angeles,_060377150082A,_7150082A,2672,2379,1218,1054,61,1471,782,1611,701,1612,660,1275,1017,1560,735,1510,725,1179,1056,1747,525,766,1506,1747,499,1254,979,1461,760
0,_Los Angeles,_060377150087A,_7150087A,2654,2240,1344,799,56,1095,993,1119,1009,1250,823,970,1139,1288,835,1046,1022,1177,895,1254,842,721,1381,1363,738,900,1186,1199,840
0,_Los Angeles,_060377150094A,_7150094A,2308,1968,1118,771,30,1011,826,1156,721,1226,625,973,898,1210,671,1103,709,1041,783,1220,617,686,1176,1294,542,867,954,1116,671
0,_Los Angeles,_060377150097A,_7150097A,2623,2155,1290,782,41,1070,936,1106,936,1188,839,916,1124,1238,806,1082,916,1202,774,1172,839,806,1238,1306,708,876,1117,1158,829
0,_Los Angeles,_060377150098E,_7150098E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Los Angeles,_060377150104A,_7150104A,2680,2326,1261,944,68,1291,894,1442,776,1516,668,1157,1050,1482,737,1358,814,1193,960,1555,640,734,1463,1625,560,1089,1062,1343,799
0,_Los Angeles,_060377150106A,_7150106A,2861,2600,1499,985,57,1479,980,1614,895,1602,871,1176,1318,1555,958,1553,897,1439,993,1763,684,903,1583,1765,680,1179,1264,1432,975
0,_Los Angeles,_060377150112B,_7150112B,2981,2636,1515,1015,59,1442,1021,1570,939,1642,851,1209,1306,1561,964,1486,986,1436,996,1720,770,853,1656,1801,673,1184,1288,1491,942
0,_Los Angeles,_060377150115D,_7150115D,26,27,19,7,1,10,15,11,16,12,13,9,17,13,13,12,14,16,8,12,13,9,17,14,9,8,15,13,10
0,_Los Angeles,_060377150115G,_7150115G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Los Angeles,_060377150116A,_7150116A,2489,2092,1224,768,56,1096,852,1139,844,1207,741,956,1009,1208,778,1114,816,1109,841,1235,742,764,1212,1397,568,874,1068,1182,737
0,_Los Angeles,_060377150125A,_7150125A,2994,2428,1559,769,57,1035,1178,1045,1228,1255,978,883,1392,1166,1111,1028,1167,1388,825,1059,1181,988,1280,1332,888,793,1434,1168,1022
0,_Los Angeles,_060377150131A,_7150131A,2291,1984,1103,800,44,1044,823,1180,724,1250,635,979,923,1208,695,1108,754,1026,836,1263,614,684,1211,1347,526,907,957,1115,728
0,_Los Angeles,_060377150132A,_7150132A,2596,2225,1360,772,47,1065,1009,1161,954,1273,817,931,1158,1244,868,1095,944,1233,801,1258,811,781,1316,1367,686,906,1145,1172,847
0,_Los Angeles,_060377150137B,_7150137B,2257,1831,1038,715,47,945,757,1039,702,1118,602,873,865,1114,630,944,751,1040,659,1123,594,632,1105,1223,506,832,872,1059,628
0,_Los Angeles,_060377150146A,_7150146A,3229,2571,1638,836,46,1108,1218,1131,1267,1287,1082,990,1398,1331,1084,1087,1233,1447,891,1212,1176,961,1432,1437,900,938,1388,1299,988
0,_Los Angeles,_060377150201B,_7150201B,483,411,248,154,3,199,165,209,178,230,141,184,192,230,151,203,167,212,151,236,139,148,233,262,119,185,197,216,152
0,_Los Angeles,_060377150301A,_7150301A,2425,2100,1117,892,37,1275,718,1351,681,1379,619,1125,889,1369,656,1264,721,1080,894,1454,526,672,1328,1485,514,1022,947,1273,680
0,_Los Angeles,_060377300001A,_7300001A,1,3,1,2,0,1,2,3,0,1,2,0,3,1,2,0,3,1,2,2,1,1,2,3,0,2,1,1,2
0,_Los Angeles,_060377360001A,_7360001A,3236,2775,1451,1235,34,1531,1077,1650,1002,1737,885,1417,1214,1726,934,1478,1102,1366,1212,1823,790,855,1773,1797,811,1226,1357,1667,888
0,_Los Angeles,_060377410002A,_7410002A,153,96,71,22,3,31,61,37,57,38,56,28,65,44,50,53,41,67,26,42,48,42,50,36,58,29,61,52,39
0,_Los Angeles,_060377410002B,_7410002B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Los Angeles,_060377410002C,_7410002C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Los Angeles,_060377410002D,_7410002D,154,86,54,23,5,32,47,34,48,39,42,29,55,38,45,38,42,53,25,40,42,42,39,38,40,37,43,45,35
0,_Los Angeles,_060377410003B,_7410003B,68,41,25,14,2,15,24,21,20,24,15,15,24,18,22,18,21,22,17,31,9,17,23,28,13,16,23,14,25
0,_Los Angeles,_060377410005A,_7410005A,2499,1708,1279,345,40,660,951,730,896,788,822,569,1055,771,858,709,888,975,627,758,852,733,895,882,731,592,996,832,752
0,_Los Angeles,_060377410007A,_7410007A,2117,1521,1148,310,40,569,863,590,863,729,723,501,953,740,720,653,777,893,538,708,736,651,806,796,664,503,911,764,651
0,_Los Angeles,_060377410008A,_7410008A,736,582,380,180,13,266,281,292,266,278,272,229,322,327,232,274,271,331,212,301,252,228,322,324,224,203,340,297,246
0,_Los Angeles,_060377410010A,_7410010A,1740,1307,950,321,22,532,703,576,682,627,609,457,787,689,571,589,650,746,497,678,560,550,707,668,590,464,776,690,535
0,_Los Angeles,_060377410013A,_7410013A,2237,1554,1177,317,34,559,899,571,923,727,740,463,1021,681,823,574,901,942,526,654,822,654,836,852,628,521,940,729,726
0,_Los Angeles,_060377410013B,_7410013B,95,57,37,15,2,24,31,26,30,32,24,17,38,19,36,26,29,34,20,35,21,19,36,36,20,28,27,36,18
0,_Los Angeles,_060377410015A,_7410015A,460,348,242,91,8,142,178,140,195,162,170,113,217,167,168,143,183,203,116,159,174,140,198,174,159,129,191,160,164
0,_Los Angeles,_060377410017A,_7410017A,1795,1326,995,293,18,525,725,601,665,630,616,465,797,636,631,578,665,813,436,601,655,590,681,734,524,437,803,663,578
0,_Los Angeles,_060377410020A,_7410020A,2096,1516,1048,424,25,625,788,679,765,772,657,565,872,754,684,669,745,832,573,763,654,639,795,793,629,550,852,737,659
0,_Los Angeles,_060377410022B,_7410022B,623,415,328,74,11,172,221,155,241,185,210,129,266,182,215,178,220,259,135,164,235,166,230,204,198,145,247,197,194
0,_Los Angeles,_060377410025A,_7410025A,2175,1610,1146,394,42,639,856,717,825,764,752,536,990,756,777,710,801,944,561,765,747,675,853,863,658,517,977,793,688
0,_Los Angeles,_060377410027A,_7410027A,2283,1663,1182,432,31,654,899,737,857,783,786,577,1003,816,773,723,823,988,551,836,737,712,874,881,690,569,985,816,717
0,_Los Angeles,_060377410030A,_7410030A,1977,1444,1012,387,22,547,804,659,722,669,682,486,879,685,683,668,697,845,514,663,703,633,740,745,627,543,794,749,597
0,_Los Angeles,_060377410111A,_7410111A,1353,985,657,275,34,412,501,436,497,481,440,356,574,484,457,471,444,557,350,497,423,419,507,560,359,321,588,501,407
0,_Los Angeles,_060377410130B,_7410130B,482,360,255,99,2,137,191,151,188,182,161,136,212,182,165,168,170,220,122,190,152,168,179,187,153,144,200,185,153
0,_Los Angeles,_060377410150A,_7410150A,1923,1378,933,398,30,605,684,639,659,684,604,464,846,704,613,633,645,808,485,696,612,555,753,767,532,505,775,688,585
0,_Los Angeles,_060377450002A,_7450002A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Los Angeles,_060377450003A,_7450003A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Los Angeles,_060377450011A,_7450011A,108,99,66,31,0,38,53,45,47,46,48,40,50,53,37,34,57,54,36,39,50,37,54,57,35,32,57,45,45
0,_Los Angeles,_060377470001A,_7470001A,311,208,138,62,4,53,113,58,107,74,92,48,126,77,95,44,122,87,78,75,95,71,98,99,72,51,109,76,89
0,_Los Angeles,_060377510004A,_7510004A,1924,1582,1455,87,24,540,955,686,847,280,1252,137,1414,394,1124,671,840,1257,245,787,729,736,789,871,645,409,1077,662,834
0,_Los Angeles,_060377510006A,_7510006A,1868,1427,1289,98,16,473,850,542,827,254,1104,106,1268,380,993,542,808,1104,241,593,775,623,750,736,640,352,992,614,733
0,_Los Angeles,_060377510008A,_7510008A,1988,1637,1528,78,8,554,969,685,894,258,1303,113,1467,408,1152,618,917,1302,242,784,773,757,818,917,653,386,1161,615,937
0,_Los Angeles,_060377510012A,_7510012A,2092,1738,1620,71,25,595,1057,797,885,239,1433,135,1557,447,1230,725,937,1400,264,901,771,796,874,924,741,398,1249,687,976
0,_Los Angeles,_060377510013A,_7510013A,1851,1494,1382,80,12,494,910,614,833,251,1190,115,1331,438,997,573,850,1198,214,727,706,686,743,798,641,363,1047,673,749
0,_Los Angeles,_060377600001A,_7600001A,2524,2116,1302,738,34,1019,907,1079,890,1209,761,930,1043,1158,821,1010,919,1067,843,1197,740,834,1130,1169,771,807,1129,1099,803
0,_Los Angeles,_060377600002D,_7600002D,803,616,351,248,7,335,242,322,269,345,239,304,285,376,215,320,262,298,273,378,205,226,357,366,211,217,358,342,224
0,_Los Angeles,_060377600006A,_7600006A,3006,2436,1453,894,38,1265,1013,1384,950,1500,810,1194,1124,1442,897,1330,932,1240,1010,1568,721,876,1431,1494,770,1009,1243,1383,842
0,_Los Angeles,_060377600008A,_7600008A,2910,2357,1395,870,40,1298,905,1375,857,1458,759,1201,1037,1424,827,1250,943,1208,979,1567,654,842,1384,1488,712,930,1268,1342,835
0,_Los Angeles,_060377600011A,_7600011A,3062,2546,1515,941,35,1350,994,1441,968,1561,810,1197,1172,1501,907,1392,950,1285,1033,1609,749,982,1389,1490,850,946,1394,1482,798
0,_Los Angeles,_060377600012A,_7600012A,2750,2269,1396,808,27,1071,1018,1201,936,1214,893,1057,1028,1317,789,1119,961,1131,920,1282,812,843,1268,1330,771,864,1200,1246,793
0,_Los Angeles,_060377600031A,_7600031A,2848,2353,1432,841,32,1131,1043,1283,955,1308,901,1065,1141,1360,867,1137,1041,1219,957,1422,777,886,1332,1379,828,837,1341,1269,876
0,_Los Angeles,_060377600033A,_7600033A,986,799,488,280,7,447,311,452,317,472,288,418,335,509,246,396,364,426,314,520,239,299,459,502,247,310,434,444,292
0,_Los Angeles,_060377650004B,_7650004B,1982,1316,1095,178,33,439,777,470,782,506,736,353,894,504,740,579,648,808,426,485,749,604,639,595,657,428,805,667,552
0,_Los Angeles,_060377650005A,_7650005A,2048,1416,1080,266,42,500,818,550,808,517,818,382,966,598,745,564,760,905,424,617,730,620,739,690,671,487,838,752,562
0,_Los Angeles,_060377650008A,_7650008A,1209,842,684,136,15,258,538,334,482,308,497,214,591,348,459,341,460,549,245,342,457,354,456,438,370,277,512,401,389
0,_Los Angeles,_060377650009A,_7650009A,2210,1575,1254,267,27,595,891,573,938,632,867,477,1030,706,811,638,859,987,501,659,831,706,784,754,753,539,931,778,693
0,_Los Angeles,_060377670002A,_7670002A,1801,1000,861,92,25,277,661,335,631,312,632,150,817,299,654,327,623,671,275,375,580,407,559,494,470,268,668,427,509
0,_Los Angeles,_060377670003A,_7670003A,1779,948,817,97,22,241,641,329,585,305,587,142,768,312,597,279,620,632,267,352,553,397,513,443,471,230,654,395,492
0,_Los Angeles,_060377670004A,_7670004A,1459,809,685,90,14,227,522,258,511,256,518,125,649,246,533,276,481,544,224,302,468,308,464,379,392,250,499,390,355
0,_Los Angeles,_060377670009B,_7670009B,696,372,339,19,6,96,248,111,244,104,239,32,315,100,246,116,233,251,93,137,214,155,195,177,170,105,231,145,191
0,_Los Angeles,_060377670010A,_7670010A,1357,751,636,81,13,209,486,261,457,214,494,95,624,214,500,245,459,514,197,271,448,314,410,376,347,211,478,341,352
0,_Los Angeles,_060377670011A,_7670011A,1783,1275,1145,86,24,393,793,515,705,314,908,127,1100,374,857,386,820,947,253,533,677,509,702,669,561,267,924,539,670
0,_Los Angeles,_060377670012A,_7670012A,1940,1297,1175,65,28,337,871,468,767,272,962,109,1134,331,902,408,803,942,271,487,749,589,647,635,604,293,917,503,720
0,_Los Angeles,_060377670014C,_7670014C,1590,868,754,80,15,228,574,292,532,251,569,107,711,227,593,217,591,572,237,326,495,364,451,389,442,183,611,375,428
0,_Los Angeles,_060377670015A,_7670015A,703,405,370,18,6,100,273,141,250,84,291,38,353,100,280,113,261,291,86,134,250,197,184,180,209,88,287,153,233
0,_Los Angeles,_060377670016A,_7670016A,1610,835,710,81,25,236,525,264,518,302,478,132,661,247,544,234,541,560,215,303,485,366,425,377,415,197,576,371,399
0,_Los Angeles,_060377670017A,_7670017A,1718,976,857,81,25,280,623,320,611,291,631,125,816,264,663,307,610,670,246,370,561,427,507,429,501,237,670,415,495
0,_Los Angeles,_060377670018A,_7670018A,1849,1305,1142,112,20,361,857,522,738,358,884,156,1100,422,823,430,799,986,248,594,651,556,702,693,562,259,957,580,653
0,_Los Angeles,_060377670021A,_7670021A,1927,1357,1201,108,19,393,861,473,818,324,954,156,1145,370,926,440,834,1001,276,542,751,602,702,676,622,337,932,536,730
0,_Los Angeles,_060377670022B,_7670022B,1921,1107,952,113,23,293,716,376,676,286,745,117,933,293,741,318,711,751,277,379,659,475,561,542,515,260,760,450,567
0,_Los Angeles,_060377670024A,_7670024A,1851,1223,1083,91,24,352,766,464,699,295,843,125,1042,349,798,388,756,878,258,442,700,549,614,615,562,264,860,480,653
0,_Los Angeles,_060377670032A,_7670032A,1206,653,551,77,16,202,418,242,394,199,428,104,532,214,422,207,415,460,162,261,371,311,317,321,318,191,428,320,305
0,_Los Angeles,_060377680001A,_7680001A,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,2,2,0,0,2,2,0,2,0,2,0
0,_Los Angeles,_060377680003A,_7680003A,2760,2026,1315,632,52,901,969,945,959,978,889,764,1129,1026,877,943,917,1152,711,1038,849,823,1095,1130,761,732,1119,1058,797
0,_Los Angeles,_060377680004A,_7680004A,1,1,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1
0,_Los Angeles,_060377680006A,_7680006A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Los Angeles,_060377680010A,_7680010A,2668,1992,1312,598,44,840,975,935,938,965,873,738,1128,986,871,886,921,1173,667,995,848,787,1087,1105,747,687,1138,1010,813
0,_Los Angeles,_060377680013A,_7680013A,2543,1993,1344,574,38,870,969,1036,846,861,1001,706,1174,1013,864,837,1018,1202,638,1097,767,666,1206,1213,660,640,1203,1028,799
0,_Los Angeles,_060377680018A,_7680018A,585,471,338,120,8,228,207,266,182,197,241,153,294,228,217,214,226,309,132,273,170,199,246,288,151,165,270,255,186
0,_Los Angeles,_060377680022A,_7680022A,2813,2098,1367,661,40,916,993,959,1016,999,946,805,1162,1122,855,926,1009,1163,754,1065,891,831,1136,1148,804,726,1181,1040,848
0,_Los Angeles,_060377680024A,_7680024A,2534,1931,1194,677,39,873,883,900,899,979,801,743,1038,1040,753,885,868,1055,689,999,774,754,1046,1096,700,707,1049,975,763
0,_Los Angeles,_060377690001A,_7690001A,1783,1221,1067,120,22,364,780,486,685,379,789,134,1047,397,774,396,772,890,282,467,707,504,671,642,532,290,853,558,604
0,_Los Angeles,_060377690002A,_7690002A,1015,662,565,82,10,220,385,263,366,231,388,112,523,220,411,254,371,458,168,326,303,251,390,338,298,151,453,337,273
0,_Los Angeles,_060377690006A,_7690006A,889,568,466,89,10,199,328,241,297,198,341,107,436,206,335,240,293,391,143,264,273,214,322,322,220,166,364,296,237
0,_Los Angeles,_060377700001A,_7700001A,882,646,415,209,16,269,333,305,310,309,296,248,364,331,282,289,313,340,253,310,295,241,368,353,248,225,369,324,271
0,_Los Angeles,_060377700003A,_7700003A,2120,1636,1075,505,28,759,766,776,794,843,693,709,849,903,658,722,822,916,615,853,693,615,937,980,570,634,886,907,607
0,_Los Angeles,_060377700004A,_7700004A,2314,1768,1146,553,38,786,864,873,818,931,733,723,957,995,689,843,810,961,690,905,771,660,1031,1004,665,615,1051,949,690
0,_Los Angeles,_060377700006A,_7700006A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Los Angeles,_060377700007A,_7700007A,826,610,443,149,9,199,370,187,392,250,329,193,381,257,327,207,359,321,248,232,346,269,307,281,297,188,379,292,266
0,_Los Angeles,_060377700011A,_7700011A,2584,2050,1311,674,39,912,984,1033,907,1094,810,851,1083,1140,810,937,968,1154,742,1092,838,743,1183,1255,669,770,1127,1089,785
0,_Los Angeles,_060377700014B,_7700014B,1365,1062,732,301,17,413,572,450,559,489,495,387,621,565,444,460,530,572,419,507,488,414,595,590,413,366,616,519,454
